This list contains all games supported by FB Alpha.

2833 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| g_tazm	|  	| Taz-Mania (W) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tusa	| D	| Team USA Basketball (UE) [c][!]			| 		| 1900	| Electronic Art| Megadrive	| 					|
| g_tcls	| D	| Techno Clash (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tc		| D	| Techno Clash (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tcop	| D	| Technocop (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tcupx	| D	| Tecmo Cup (J) [x]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tsb		| D	| Tecmo Super Baseball (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tsbwlj	| D	| Tecmo Super Bowl (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tsbw	| D	| Tecmo Super Bowl (U) (Oct 1993) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tsbwlu	| D	| Tecmo Super Bowl (U) (Sep 1993) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tsbw2j	| D	| Tecmo Super Bowl II SE (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tbw2	| D	| Tecmo Super Bowl II SE (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tbw3	| D	| Tecmo Super Bowl III Final Edition (U) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tsnbaj	| D	| Tecmo Super NBA Basketball (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tsnb	| D	| Tecmo Super NBA Basketball (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tw92	| D	| Tecmo World Cup '92 (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tw93	| D	| Tecmo World Cup '93 (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| tws96		|  	| Tecmo World Soccer '96				| 		| 1996	| Tecmo		| Neo Geo	| 					|
| g_teddy	| D	| Teddy Boy Blues (SN) (J)				| 		| 1900	| Sega		| Megadrive	| 					|
| teddybb	|  	| TeddyBoy Blues (315-5115, New Ver.)			| 		| 1985	| Sega		| System 1	| 					|
| teddybbo	|  	| TeddyBoy Blues (315-5115, Old Ver.)			| teddybb	| 1985	| Sega		| System 1	| 					|
| tmht2p	| D	| Teenage Mutant Hero Turtles (UK 2 Players, set 1)	| tmnt		| 1989	| Konami	| Konami 68000 b| Preliminary driver			|
| tmht2pa	| D	| Teenage Mutant Hero Turtles (UK 2 Players, set 2)	| tmnt		| 1989	| Konami	| Konami 68000 b| Preliminary driver			|
| tmht		| D	| Teenage Mutant Hero Turtles (UK 4 Players)		| tmnt		| 1989	| Konami	| Konami 68000 b| Preliminary driver			|
| g_tmhte	| D	| Teenage Mutant Hero Turtles - The Hyperstone Heist (E)| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tmhtte	| D	| Teenage Mutant Hero Turtles - Tournament Fighters (E)	| 		| 1900	| Unsorted	| Megadrive	| 					|
| tmnt2pj	| D	| Teenage Mutant Ninja Turtles (Japan 2 Players)	| tmnt		| 1990	| Konami	| Konami 68000 b| Preliminary driver			|
| tmntj		| D	| Teenage Mutant Ninja Turtles (Japan 4 Players) 	| tmnt		| 1990	| Konami	| Konami 68000 b| Preliminary driver			|
| tmnt2po	| D	| Teenage Mutant Ninja Turtles (Oceania 2 Players)	| tmnt		| 1989	| Konami	| Konami 68000 b| Preliminary driver			|
| tmntu		| D	| Teenage Mutant Ninja Turtles (US 4 Players, set 1)	| tmnt		| 1989	| Konami	| Konami 68000 b| Preliminary driver			|
| tmntua	| D	| Teenage Mutant Ninja Turtles (US 4 Players, set 2)	| tmnt		| 1989	| Konami	| Konami 68000 b| Preliminary driver			|
| tmnt		| D	| Teenage Mutant Ninja Turtles (World 4 Players)	| 		| 1989	| Konami	| Konami 68000 b| Preliminary driver			|
| g_tmntj	| D	| Teenage Mutant Ninja Turtles - Return of the Shredder | 		| 1900	| Unsorted	| Megadrive	| 					|
| g_turt	| D	| Teenage Mutant Ninja Turtles - The Hyperstone Heist (U| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tmnttj	| D	| Teenage Mutant Ninja Turtles - Tournament Fighters (J)| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tutf	| D	| Teenage Mutant Ninja Turtles - Tournament Fighters (U)| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_teitok	| D	| Teitoku no Ketsudan (J) [c][!]			| 		| 1900	| Koei		| Megadrive	| 					|
| tekipaki	|  	| Teki Paki						| 		| 1991	| Toaplan	| Toaplan GP9001| No sound (sound MCU not dumped)	|
| g_telmj	| D	| Tel Tel Mahjong (J) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_telstd	| D	| Tel Tel Stadium (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_telerb	| D	| Telebradesco Residencia (B) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| dynwarj	|  	| Tenchi wo Kurau (Japan)				| dynwar	| 1989	| Capcom	| CPS1		| 					|
| wofj		|  	| Tenchi wo Kurau II - Sekiheki no Tatakai (921031 Japan| wof		| 1992	| Capcom	| CPS1 / QSound	| 					|
| tengai	|  	| Tengai\0Sengoku Blade - sengoku ace episode II	| 		| 1996	| Psikyo	| Psikyo 68EC020| 					|
| g_term	| D	| Terminato						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_terme	| D	| Terminato						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ter2	| D	| Terminator 2 - Judgment Day (UE) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_td2		| D	| Test Drive II - The Duel (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| tetrisbl	|  	| Tetris (bootleg)					| tetris	| 1988	| bootleg	| System 16B	| 					|
| tetrsark	| D	| Tetris (D.R. Korea)					| 		| 198?	| D.R. Korea	| Arkanoid	| Wrong colors				|
| g_tetr	| D	| Tetris (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| tetris1	|  	| Tetris (set 1, Japan, System 16B, FD1094 317-0091)	| tetris	| 1988	| Sega		| System 16B	| 					|
| tetris2	|  	| Tetris (set 2, Japan, System 16B, FD1094 317-0092)	| tetris	| 1988	| Sega		| System 16B	| 					|
| tetris3	|  	| Tetris (set 3, Japan, System 16A, FD1094 317-0093a)	| tetris	| 1988	| Sega		| System 16A	| 					|
| tetris	|  	| Tetris (set 4, Japan, System 16A, FD1094 317-0093)	| 		| 1988	| Sega		| System 16A	| 					|
| mrflea	|  	| The Amazing Adventures of Mr. F. Lea			| 		| 1982	| Pacific Novelt| misc		| 					|
| berlwall	|  	| The Berlin Wall					| 		| 1991	| Kaneko	| Kaneko 16-bit	| 					|
| berlwalt	|  	| The Berlin Wall (bootleg ?)				| berlwall	| 1991	| Kaneko	| Kaneko 16-bit	| 					|
| ctribeb	|  	| The Combatribes (bootleg)				| ctribe	| 1990	| bootleg	| Miscellaneous	| 					|
| ctribe	|  	| The Combatribes (US)					| 		| 1990	| Technos	| Miscellaneous	| 					|
| ctribe1	|  	| The Combatribes (US) - Set 1?				| ctribe	| 1990	| Technos	| Miscellaneous	| 					|
| dealer	| D NW	| The Dealer						| 		| 198?	| Epos Corporati| EPOS Tristar	| Bad dump				|
| theglad	| D NW	| The Gladiator\0Shen Jian (V100)			| 		| 2001	| IGS		| PGM		| Needs second CPU emulated (ARM7)	|
| theglob	|  	| The Glob						| suprglob	| 1983	| Epos Corporati| EPOS Tristar	| 					|
| theglob2	|  	| The Glob (earlier)					| suprglob	| 1983	| Epos Corporati| EPOS Tristar	| 					|
| theglobp	|  	| The Glob (Pac-Man hardware)				| suprglob	| 1983	| Epos Corporati| Pac-man	| 					|
| theglob3	|  	| The Glob (set 3)					| suprglob	| 1983	| Epos Corporati| EPOS Tristar	| 					|
| irrmaze	|  	| The Irritating Maze\0Ultra Denryu Iraira Bou		| 		| 1997	| SNK / Saurus	| Neo Geo	| 					|
| killbld	|   NW	| The Killing Blade (V104)				| 		| 1998	| IGS		| PGM		| Not working				|
| killbldt	|  	| The Killing Blade (V109, Chinese Board)		| killbld	| 1998	| IGS		| PGM		| Unemulated protection			|
| kod		|  	| The King of Dragons (910711 etc)			| 		| 1991	| Capcom	| CPS1		| 					|
| kodj		|  	| The King of Dragons (Japan 910805)			| kod		| 1991	| Capcom	| CPS1		| 					|
| kodu		|  	| The King of Dragons (US 910910)			| kod		| 1991	| Capcom	| CPS1		| 					|
| kodb		| D NW	| The King of Dragons					| kod		| 1991	| Capcom	| CPS1		| No Sprites				|
| kof94		|  	| The King of Fighters '94				| 		| 1994	| SNK		| Neo Geo	| 					|
| kof95		|  	| The King of Fighters '95 (set 1)			| 		| 1995	| SNK		| Neo Geo	| 					|
| kof95a	|  	| The King of Fighters '95 (set 2)			| kof95		| 1995	| SNK		| Neo Geo	| 					|
| kof96		|  	| The King of Fighters '96 (set 1)			| 		| 1996	| SNK		| Neo Geo	| 					|
| kof96h	|  	| The King of Fighters '96 (set 2)			| kof96		| 1996	| SNK		| Neo Geo	| 					|
| kof97		|  	| The King of Fighters '97 (set 1)			| 		| 1997	| SNK		| Neo Geo	| 					|
| kof97a	|  	| The King of Fighters '97 (set 2)			| kof97		| 1997	| SNK		| Neo Geo	| 					|
| kof97pls	|  	| The King of Fighters '97 Plus (bootleg)		| kof97		| 1997	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters '97\|
| kof98k	|  	| The King of Fighters '98 - the slugfest (korean releas| kof98		| 1998	| SNK		| Neo Geo	| 					|
| kof98n	|  	| The King of Fighters '98 - the slugfest (not encrypted| kof98		| 1998	| SNK		| Neo Geo	| 					|
| kof98		|  	| The King of Fighters '98 - the slugfest\0King of Fight| 		| 1998	| SNK		| Neo Geo	| 					|
| kof98a	| X	| The King of Fighters '98 - the slugfest\0King of Fight| kof98		| 1998	| SNK		| Neo Geo	| Alternate version			|
| kof99e	|  	| The King of Fighters '99 - millennium battle (earlier)| kof99		| 1999	| SNK		| Neo Geo	| 					|
| kof99n	|  	| The King of Fighters '99 - millennium battle (not encr| kof99		| 1999	| SNK		| Neo Geo	| 					|
| kof99p	|  	| The King of Fighters '99 - millennium battle (prototyp| kof99		| 1999	| SNK		| Neo Geo	| 					|
| kof99		|  	| The King of Fighters '99 - millennium battle (set 1)	| 		| 1999	| SNK		| Neo Geo	| 					|
| kof99a	|  	| The King of Fighters '99 - millennium battle (set 2)	| kof99		| 1999	| SNK		| Neo Geo	| 					|
| kof10th	|  	| The King of Fighters 10th Anniversary (bootleg)	| kof2002	| 2002	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2002|
| kf2k5uni	|  	| The King of Fighters 10th Anniversary 2005 Unique (boo| kof10th	| 2004	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2002|
| kf10thep	|  	| The King of Fighters 10th Anniversary Extra Plus (boot| kof10th	| 2005	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2002|
| kof2000	|  	| The King of Fighters 2000				| 		| 2000	| SNK		| Neo Geo	| 					|
| kof2000n	|  	| The King of Fighters 2000 (not encrypted)		| kof2000	| 2000	| SNK		| Neo Geo	| 					|
| kof2001	|  	| The King of Fighters 2001 (set 1)			| 		| 2001	| SNK / Eolith	| Neo Geo	| 					|
| kof2001h	|  	| The King of Fighters 2001 (set 2)			| kof2001	| 2001	| SNK / Eolith	| Neo Geo	| 					|
| kof2002	|  	| The King of Fighters 2002 - challenge to ultimate batt| 		| 2002	| Eolith / Playm| Neo Geo	| 					|
| kf2k2mp	|  	| The King of Fighters 2002 Magic Plus (bootleg)	| kof2002	| 2002	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2002|
| kf2k2mp2	|  	| The King of Fighters 2002 Magic Plus II (bootleg)	| kf2k2mp	| 2002	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2002|
| kf2k2pls	|  	| The King of Fighters 2002 Plus (bootleg, set 1)	| kof2002	| 2002	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2002|
| kf2k2pla	|  	| The King of Fighters 2002 Plus (bootleg, set 2)	| kf2k2pls	| 2002	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2002|
| kf2k3bl	|  	| The King of Fighters 2003 (bootleg, set 1)		| kof2003	| 2003	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2003|
| kf2k3bla	|  	| The King of Fighters 2003 (bootleg, set 2)		| kof2003	| 2003	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2003|
| kf2k3pcb	|  	| The King of Fighters 2003 (Japan, JAMMA PCB)		| 		| 2003	| SNK Playmore	| Neo Geo	| 					|
| kof2003	|  	| The King of Fighters 2003 (MVS)			| 		| 2003	| SNK Playmore	| Neo Geo	| 					|
| kf2k3pl	|  	| The King of Fighters 2004 Plus / Hero (bootleg)	| kof2003	| 2003	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2003|
| kf2k3upl	|  	| The King of Fighters 2004 Ultra Plus (bootleg)	| kf2k3pl	| 2003	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2003|
| kof2k4se	|  	| The King of Fighters Special Edition 2004 (bootleg)	| kof2002	| 2004	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters 2002|
| lastblad	|  	| The Last Blade (set 1)\0Bakumatsu Roman Gekka No Kensh| 		| 1997	| SNK		| Neo Geo	| 					|
| lastbldh	|  	| The Last Blade (set 2)\0Bakumatsu Roman Gekka No Kensh| lastblad	| 1997	| SNK		| Neo Geo	| 					|
| lastbld2	|  	| The Last Blade 2\0Bakumatsu Roman Dai Ni Maku - Gekka | 		| 1998	| SNK		| Neo Geo	| 					|
| lastsold	|  	| The Last Soldier					| lastblad	| 1997	| SNK		| Neo Geo	| Korean version of \"The Last Blade\"	|
| tnzs		|  	| The NewZealand Story (World, newer)			| 		| 1988	| Taito Corporat| Misc		| 					|
| punisher	|  	| The Punisher (930422 etc)				| 		| 1993	| Capcom	| CPS1 / QSound	| 					|
| punishrj	|  	| The Punisher (930422 Japan)				| punisher	| 1993	| Capcom	| CPS1 / QSound	| 					|
| punishru	|  	| The Punisher (930422 USA)				| punisher	| 1993	| Capcom	| CPS1 / QSound	| 					|
| superspy	|  	| The Super Spy						| 		| 1990	| SNK		| Neo Geo	| 					|
| ssideki4	|  	| The Ultimate 11 - SNK football championship\0Tokuten O| 		| 1996	| SNK		| Neo Geo	| 					|
| wintbob	|  	| The Winter Bobble (bootleg)				| snowbros	| 1990	| bootleg	| Kaneko Pandora| 					|
| g_tprk	| D	| Theme Park (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ttnk	| D	| Thomas the Tank Engine & Friends (U) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| trally	|  	| Thrash Rally						| 		| 1991	| Alpha Denshi C| Neo Geo	| 					|
| 3wonders	|  	| Three Wonders (wonder 3 910520 etc)			| 		| 1991	| Capcom	| CPS1		| 					|
| 3wonderu	|  	| Three Wonders (wonder 3 910520 USA)			| 3wonders	| 1991	| Capcom	| CPS1		| 					|
| thndrbd1	|  	| Thunder Blade (deluxe/standing, unprotected)		| thndrbld	| 1987	| Sega		| X-Board	| 					|
| thndrbld	|  	| Thunder Blade (upright, FD1094 317-0056)		| 		| 1987	| Sega		| X-Board	| 					|
| g_tf2		| D	| Thunder Force II (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tf2md	| D	| Thunder Force II MD (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tf3		| D	| Thunder Force III (JU) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tf4e	| D	| Thunder Force IV (E) [c][!]				| 		| 1992	| Tecnosoft	| Megadrive	| 					|
| g_tf4		| D	| Thunder Force IV (J) [!]				| 		| 1992	| Tecnosoft	| Megadrive	| 					|
| g_tfoxj	| D	| Thunder Fox (J) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tfox	| D	| Thunder Fox (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| theroes	|  	| Thunder Heroes					| 		| 2001	| Primetek Inves| Cave		| 					|
| g_tick	| D	| Tic							| 		| 1900	| Unsorted	| Megadrive	| 					|
| tigerhb1	|  	| Tiger Heli (bootleg, set 1)				| tigerh	| 1985	| Taito		| Early Toaplan	| 					|
| tigerhb2	|  	| Tiger Heli (bootleg, set 2)				| tigerh	| 1985	| Taito		| Early Toaplan	| 					|
| tigerh	|   NW	| Tiger Heli (US)					| 		| 1985	| Taito		| Early Toaplan	| Protection MCU not emulated		|
| g_tdom1	| D	| Time Dominator 1st (J) [!]				| 		| 1993	| Vic Tokai	| Megadrive	| 					|
| g_tkille	| D	| Time Killers (E) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tkil	| D	| Time Killers (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| timesca1	|  	| Time Scanner (set 1, System 16A, FD1089B 317-0024)	| timescan	| 1987	| Sega		| System 16A	| 					|
| timescan	|  	| Time Scanner (set 2, System 16B)			| 		| 1987	| Sega		| System 16B	| 					|
| g_tinh	| D	| Tinhead (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tint	| D	| Tintin Au Tibet (E) (M6) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ttadae	| D	| Tiny Toon Adventures - Acme All-Stars (E)		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ttaa	| D	| Tiny Toon Adventures - Acme All-Stars (U) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ttabe	| D	| Tiny Toon Adventures - Buster's Hidden Treasure (E) [!| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tta		| D	| Tiny Toon Adventures - Buster's Hidden Treasure (U) [!| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tnnb	| D	| TNN Bass Tournament of Champions (U) (REV01) [!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tnno	| D	| TNN Outdoors Bass Tournament '96 (U) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_toddj	| D	| Todd's Adventures in Slime World (J) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_todd	| D	| Todd's Adventures in Slime World (U) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tje00	|  	| Toejam & Earl (U) (REV00) [!]				| 		| 1991	| Sega / JVP	| Megadrive	| 					|
| g_tje		|  	| Toejam & Earl (U) (REV00) [!]				| g_tje00	| 1991	| Sega / JVP	| Megadrive	| 					|
| g_tje2e	| D	| Toejam & Earl in Panic on Funkotron (E) [!]		| 		| 1993	| Sega / JVP	| Megadrive	| 					|
| g_tje2g	| D	| Toejam & Earl in Panic on Funkotron (G) [!]		| 		| 1993	| Sega / JVP	| Megadrive	| 					|
| g_tje2j	| D	| Toejam & Earl in Panic on Funkotron (J) [!]		| 		| 1993	| Sega / JVP	| Megadrive	| 					|
| g_tje2	| D	| Toejam & Earl in Panic on Funkotron (U) [!]		| 		| 1993	| Sega / JVP	| Megadrive	| 					|
| g_toki	| D	| Toki - Going Ape Spit (UE) [c][!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tajua	| D	| Tom and Jerry - Frantic Antics (U) (1993) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tomj	| D	| Tom and Jerry - Frantic Antics (U) (1994) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tlbb	| D	| Tommy Lasorda Baseball (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_trbb	| D	| Tony La Russa Baseball (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tr95	| D	| Tony La Russa Baseball 95 (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tg2		| D	| Top Gear 2 (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| tophuntr	|  	| Top Hunter - Roddy & Cathy (set 1)			| 		| 1994	| SNK		| Neo Geo	| 					|
| tophunta	|  	| Top Hunter - Roddy & Cathy (set 2)			| tophuntr	| 1994	| SNK		| Neo Geo	| 					|
| tpgolf	|  	| Top Player's Golf					| 		| 1990	| SNK		| Neo Geo	| 					|
| g_tpglf2	| D	| Top Pro Golf 2 (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tpglf	| D	| Top Pro Golf 2 (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| toppyrap	|  	| Toppy & Rappy						| 		| 1996	| SemiCom	| Kaneko Pandora| 					|
| toryumon	|  	| Toryumon						| 		| 1994	| Sega / Westone| System 16B	| 					|
| g_totf	| D	| Total Football (E) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| tturfu	|  	| Tough Turf (set 1, US, 8751 317-0099)			| tturf		| 1989	| Sega / Sunsoft| System 16B	| 					|
| tturf		|  	| Tough Turf (set 2, Japan, 8751 317-0104)		| 		| 1989	| Sega / Sunsoft| System 16B	| No Sound, Missing Z80 Program		|
| g_toug	| D	| Toughman Contest (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| arkatour	| D NW	| Tournament Arkanoid (US)				| arkanoid	| 1987	| Taito America | Arkanoid	| Unsupported MCU			|
| g_toxi	| D	| Toxic Crusaders (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_toyste	| D	| Toy Story (E) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_toys	| D	| Toy Story (E) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_toy		| D	| Toy Story (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tter	| D	| Trampoline Terror! (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_traysi	| D	| Traysia (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| treahunt	|  	| Treasure Hunt (bootleg?)				| jack		| 1982	| Hara Industrie| Jack the Giant| 					|
| tripool	|  	| Tri-Pool (Casino Tech)				| 		| 1981	| Noma (Casino T| Jack the Giant| 					|
| tripoola	|  	| Tri-Pool (Costal Games)				| tripool	| 1981	| Noma (Costal G| Jack the Giant| 					|
| g_tp96	| D	| Triple Play '96 (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tpgola	| D	| Triple Play Gold (U) [a1]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tpgo	| D	| Triple Play Gold (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tsh		| D	| Trouble Shooter (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tsht	|  	| Trouble Shooter (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_tanf	| D	| Troy Aikman NFL Football (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_true	| D	| True Lies (W) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_trux	| D	| Truxton (W) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| truxton2	|  	| Truxton II\0Tatsujin Oh				| 		| 1992	| Toaplan	| Toaplan GP9001| 					|
| truxton	|  	| Truxton\0Tatsujin					| 		| 1988	| [Toaplan] Tait| Toaplan BCU-2 | 					|
| tumbleb	|  	| Tumble Pop (bootleg set 1)				| tumblep	| 1991	| bootleg	| Miscellaneous	| 					|
| tumbleb2	|  	| Tumble Pop (bootleg set 2)				| tumblep	| 1991	| bootleg	| Miscellaneous	| 					|
| turbofrc	|  	| Turbo Force						| 		| 1991	| Video System C| Video System	| 					|
| toutrun	|  	| Turbo Out Run (Out Run upgrade, FD1094 317-0118)	| 		| 1989	| Sega		| Out Run	| 					|
| toutrun2	|  	| Turbo Out Run (upright, FD1094 317-unknown)		| toutrun	| 1989	| Sega		| Out Run	| 					|
| g_tout	| D	| Turbo Outrun (JE) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_turma	| D	| Turma da Monica na Terra Dos Monstros (B) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_turr	| D	| Turrican (U) [c][!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| twinadvk	|  	| Twin Adventure (Korea)				| twinadv	| 1995	| Barko Corp	| Kaneko Pandora| 					|
| twinadv	|  	| Twin Adventure (World)				| 		| 1995	| Barko Corp	| Kaneko Pandora| 					|
| g_twic	| D	| Twin Cobra (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_twih	| D	| Twin Hawk (JE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| twinhwku	|  	| Twin Hawk (US)					| twinhawk	| 1989	| Taito		| Taito X System| 					|
| twinhawk	|  	| Twin Hawk (World)					| 		| 1989	| Taito		| Taito X System| 					|
| twinkle	|  	| Twinkle						| 		| 1997	| SemiCom	| Kaneko Pandora| 					|
| g_twintl	| D	| Twinkle Tale (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
